Date,Close,High,Low,Open,Volume,resistance,support,near_resistance,near_support,intended_direction,triangle_pattern,triangle_breakout_direction,multiple_top_bottom_pattern,channel_pattern,has_event
2023-12-06,441.9970397949219,445.9625203750499,441.5596573094173,445.9333635200893,69124700,446.7497621614447,397.7253990601317,False,False,,,,,,False
2023-12-07,445.3695983886719,446.02077795454375,443.4840429089197,444.0866376096692,66995400,446.7497621614447,397.7253990601317,False,False,,,,,,False
2023-12-08,447.2843933105469,447.81894556995786,444.37828817680423,444.6212718694629,83194400,447.81894556995786,397.7253990601317,False,False,,,,,,False
2023-12-11,449.0241088867187,449.1990796776143,446.5748440862102,446.78867090966605,65002200,449.1990796776143,397.7253990601317,False,False,,,,,,False
2023-12-12,451.0748596191406,451.1720590126142,447.673088475197,448.67417993968536,68327600,451.1720590126142,397.7253990601317,False,False,,,,,,False
2023-12-13,457.2952575683594,457.5479700715299,451.0943096912645,451.45392076972,93278000,457.5479700715299,397.7253990601317,False,False,,,,,,False
2023-12-14,458.7629699707031,460.4346990697423,456.08042034033616,459.2392085472751,119026000,460.4346990697423,397.7253990601317,False,False,,,,,,False
2023-12-15,458.0074768066406,459.34445079528814,456.1533199545878,458.16362040636614,141553700,460.4346990697423,397.7253990601317,False,False,,,,,,False
2023-12-18,460.5838928222656,461.5695364615582,458.5540851861991,459.61778575015273,70375300,461.5695364615582,397.7253990601317,False,False,,,,,,False
2023-12-19,463.3845825195313,463.46266921411814,461.052256247002,461.1303131602408,55761800,463.46266921411814,397.7253990601317,False,False,,,,,,False
2023-12-20,456.9633483886719,464.4190197192671,456.5339609015259,462.52581937540066,102921000,464.4190197192671,397.7253990601317,False,False,,,,,,False
2023-12-21,461.2962646484375,461.5695085402511,457.5293705169891,459.9592904756651,86667500,464.4190197192671,397.7253990601317,False,False,,,,,,False
2023-12-22,462.2232971191406,463.9115719897357,460.320358287861,462.4282225788341,67160400,464.4190197192671,397.7253990601317,False,False,,,,,,False
2023-12-26,464.175048828125,465.0826056476979,462.5550923668575,462.6331790630877,55387000,465.0826056476979,397.7253990601317,False,False,,,,,,False
2023-12-27,465.0143432617187,465.1607185987264,463.4334300593357,463.9701495554804,68000300,465.1607185987264,397.7253990601317,False,False,,,,,,False
2023-12-28,465.19000244140625,466.0292409103148,464.770383206952,465.3754211322304,77158100,466.0292409103148,397.7253990601317,False,False,,,,,,False
2023-12-29,463.84326171875,465.5217683364712,461.8817429403466,464.9947873638026,122283100,466.0292409103148,397.7253990601317,False,False,,,,,,False
2024-01-02,461.2474365234375,462.2428483505155,459.1395423842335,460.7692671751978,123623700,466.0292409103148,397.7253990601317,False,False,,,,,,False
2024-01-03,457.4805908203125,459.82268558708614,456.8755528985423,459.08101082809,103585900,466.0292409103148,397.7253990601317,False,False,,,,,,False
2024-01-04,456.0070190429687,459.5982330785936,455.7825569977354,457.0024011496204,84232200,466.0292409103148,397.7253990601317,False,False,,,,,,False
2024-01-05,456.631591796875,459.0907868763805,455.1775173220721,456.21194277640495,86118900,466.0292409103148,397.7253990601317,False,False,,,,,,False
2024-01-08,463.1504211425781,463.29679648061466,457.0023889128876,457.1292574663028,74879100,466.0292409103148,397.7253990601317,False,False,,,,,,False
2024-01-09,462.44781494140625,463.4724721448551,459.97885150079935,460.4862959607646,65931400,466.0292409103148,397.7253990601317,False,False,,,,,,False
2024-01-10,465.0631103515625,465.9316536258223,462.4380035262674,462.7210156897323,67310600,466.0292409103148,400.650945706927,True,False,short,,,,,True
2024-01-11,464.8582458496094,466.58553456069586,460.86691909658737,466.0683217976234,77940700,466.58553456069586,402.58503439104294,False,False,,,,,,False
2024-01-12,465.18023681640625,467.0539305202065,463.7652354820875,466.31225575267183,58026400,467.0539305202065,406.9004148379302,False,False,,,,,,False
2024-01-16,463.4724426269531,465.1119059605971,461.64756060638337,463.7944981490244,85014900,467.0539305202065,414.5884859514256,False,False,,,,,,False
2024-01-17,460.8961791992187,461.3841168761338,458.53454773915473,460.43751659166446,68843900,467.0539305202065,420.8574522394109,False,False,,,,,,False
2024-01-18,464.9948120117187,465.5510680800572,461.02302217587135,462.5746603285912,91856200,467.0539305202065,421.2364699177512,False,False,,,,,,False
